Test case length,Covered states,Covered transitions,Number of All_Mutants,Number of killed All_Mutants OracleOutput,Mutation score All_Mutants OracleOutput,Number of killed All_Mutants OracleState,Mutation score All_Mutants OracleState,Number of killed All_Mutants OracleOutputAndState,Mutation score All_Mutants OracleOutputAndState,Number of killed All_Mutants OracleW,Mutation score All_Mutants OracleW,Number of CIS_Mutant,Number of killed CIS_Mutant OracleOutput,Mutation score CIS_Mutant OracleOutput,Number of killed CIS_Mutant OracleState,Mutation score CIS_Mutant OracleState,Number of killed CIS_Mutant OracleOutputAndState,Mutation score CIS_Mutant OracleOutputAndState,Number of killed CIS_Mutant OracleW,Mutation score CIS_Mutant OracleW,Number of CI_Mutant,Number of killed CI_Mutant OracleOutput,Mutation score CI_Mutant OracleOutput,Number of killed CI_Mutant OracleState,Mutation score CI_Mutant OracleState,Number of killed CI_Mutant OracleOutputAndState,Mutation score CI_Mutant OracleOutputAndState,Number of killed CI_Mutant OracleW,Mutation score CI_Mutant OracleW,Number of DI_Mutant,Number of killed DI_Mutant OracleOutput,Mutation score DI_Mutant OracleOutput,Number of killed DI_Mutant OracleState,Mutation score DI_Mutant OracleState,Number of killed DI_Mutant OracleOutputAndState,Mutation score DI_Mutant OracleOutputAndState,Number of killed DI_Mutant OracleW,Mutation score DI_Mutant OracleW,Number of II_Mutant,Number of killed II_Mutant OracleOutput,Mutation score II_Mutant OracleOutput,Number of killed II_Mutant OracleState,Mutation score II_Mutant OracleState,Number of killed II_Mutant OracleOutputAndState,Mutation score II_Mutant OracleOutputAndState,Number of killed II_Mutant OracleW,Mutation score II_Mutant OracleW,Number of CO_Mutant,Number of killed CO_Mutant OracleOutput,Mutation score CO_Mutant OracleOutput,Number of killed CO_Mutant OracleState,Mutation score CO_Mutant OracleState,Number of killed CO_Mutant OracleOutputAndState,Mutation score CO_Mutant OracleOutputAndState,Number of killed CO_Mutant OracleW,Mutation score CO_Mutant OracleW,Number of DO_Mutant,Number of killed DO_Mutant OracleOutput,Mutation score DO_Mutant OracleOutput,Number of killed DO_Mutant OracleState,Mutation score DO_Mutant OracleState,Number of killed DO_Mutant OracleOutputAndState,Mutation score DO_Mutant OracleOutputAndState,Number of killed DO_Mutant OracleW,Mutation score DO_Mutant OracleW,Number of IO_Mutant,Number of killed IO_Mutant OracleOutput,Mutation score IO_Mutant OracleOutput,Number of killed IO_Mutant OracleState,Mutation score IO_Mutant OracleState,Number of killed IO_Mutant OracleOutputAndState,Mutation score IO_Mutant OracleOutputAndState,Number of killed IO_Mutant OracleW,Mutation score IO_Mutant OracleW,Number of CSS_Mutant,Number of killed CSS_Mutant OracleOutput,Mutation score CSS_Mutant OracleOutput,Number of killed CSS_Mutant OracleState,Mutation score CSS_Mutant OracleState,Number of killed CSS_Mutant OracleOutputAndState,Mutation score CSS_Mutant OracleOutputAndState,Number of killed CSS_Mutant OracleW,Mutation score CSS_Mutant OracleW,Number of CES_Mutant,Number of killed CES_Mutant OracleOutput,Mutation score CES_Mutant OracleOutput,Number of killed CES_Mutant OracleState,Mutation score CES_Mutant OracleState,Number of killed CES_Mutant OracleOutputAndState,Mutation score CES_Mutant OracleOutputAndState,Number of killed CES_Mutant OracleW,Mutation score CES_Mutant OracleW,Number of RT_Mutant,Number of killed RT_Mutant OracleOutput,Mutation score RT_Mutant OracleOutput,Number of killed RT_Mutant OracleState,Mutation score RT_Mutant OracleState,Number of killed RT_Mutant OracleOutputAndState,Mutation score RT_Mutant OracleOutputAndState,Number of killed RT_Mutant OracleW,Mutation score RT_Mutant OracleW,Number of DT_Mutant,Number of killed DT_Mutant OracleOutput,Mutation score DT_Mutant OracleOutput,Number of killed DT_Mutant OracleState,Mutation score DT_Mutant OracleState,Number of killed DT_Mutant OracleOutputAndState,Mutation score DT_Mutant OracleOutputAndState,Number of killed DT_Mutant OracleW,Mutation score DT_Mutant OracleW,Number of IT_Mutant,Number of killed IT_Mutant OracleOutput,Mutation score IT_Mutant OracleOutput,Number of killed IT_Mutant OracleState,Mutation score IT_Mutant OracleState,Number of killed IT_Mutant OracleOutputAndState,Mutation score IT_Mutant OracleOutputAndState,Number of killed IT_Mutant OracleW,Mutation score IT_Mutant OracleW,Number of DS_Mutant,Number of killed DS_Mutant OracleOutput,Mutation score DS_Mutant OracleOutput,Number of killed DS_Mutant OracleState,Mutation score DS_Mutant OracleState,Number of killed DS_Mutant OracleOutputAndState,Mutation score DS_Mutant OracleOutputAndState,Number of killed DS_Mutant OracleW,Mutation score DS_Mutant OracleW,Number of IDSS_Mutant,Number of killed IDSS_Mutant OracleOutput,Mutation score IDSS_Mutant OracleOutput,Number of killed IDSS_Mutant OracleState,Mutation score IDSS_Mutant OracleState,Number of killed IDSS_Mutant OracleOutputAndState,Mutation score IDSS_Mutant OracleOutputAndState,Number of killed IDSS_Mutant OracleW,Mutation score IDSS_Mutant OracleW,Number of IDES_Mutant,Number of killed IDES_Mutant OracleOutput,Mutation score IDES_Mutant OracleOutput,Number of killed IDES_Mutant OracleState,Mutation score IDES_Mutant OracleState,Number of killed IDES_Mutant OracleOutputAndState,Mutation score IDES_Mutant OracleOutputAndState,Number of killed IDES_Mutant OracleW,Mutation score IDES_Mutant OracleW
2,2,2,2738,97,0.03542732,112,0.04090577,123,0.0449233,356,0.13002191,9,9,1,9,1,9,1,9,1,560,22,0.039285716,26,0.046428572,28,0.05,74,0.13214286,80,11,0.1375,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,36,0.05,36,0.05,159,0.22083333,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,2,0.025,2,0.025,2,0.025,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,103,0.0376187,110,0.04017531,123,0.0449233,354,0.12929146,9,9,1,9,1,9,1,9,1,560,24,0.042857144,26,0.046428572,28,0.05,74,0.13214286,80,12,0.15,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,35,0.048611112,34,0.047222223,36,0.05,158,0.21944444,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,2,0.025,2,0.025,2,0.025,15,0.1875,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,99,0.03615778,115,0.04200146,124,0.045288533,357,0.13038714,9,9,1,9,1,9,1,9,1,560,22,0.039285716,28,0.05,28,0.05,74,0.13214286,80,11,0.1375,14,0.175,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,35,0.048611112,36,0.05,159,0.22083333,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,3,0.0375,3,0.0375,3,0.0375,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,7,0.7777778,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,97,0.03542732,115,0.04200146,123,0.0449233,310,0.11322133,9,8,0.8888889,9,1,9,1,9,1,560,22,0.039285716,28,0.05,28,0.05,58,0.10357143,80,11,0.1375,14,0.175,14,0.175,15,0.1875,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,27,0.1125,80,2,0.025,0,0,2,0.025,9,0.1125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,36,0.05,36,0.05,144,0.2,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,2,0.025,3,0.0375,3,0.0375,14,0.175,80,2,0.025,2,0.025,2,0.025,9,0.1125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,1,0.11111111,1,0.11111111,1,0.11111111,5,0.5555556,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,109,0.03981008,112,0.04090577,123,0.0449233,359,0.1311176,9,9,1,9,1,9,1,9,1,560,28,0.05,26,0.046428572,28,0.05,74,0.13214286,80,14,0.175,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,35,0.048611112,36,0.05,36,0.05,160,0.22222222,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,2,0.025,2,0.025,2,0.025,18,0.225,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
3,3,3,2738,151,0.055149745,162,0.059167277,176,0.064280495,394,0.14390066,9,8,0.8888889,9,1,9,1,8,0.8888889,560,36,0.06428572,40,0.071428575,40,0.071428575,82,0.14642857,80,18,0.225,20,0.25,20,0.25,28,0.35,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,50,0.06944445,50,0.06944445,52,0.072222225,170,0.2361111,720,15,0.020833334,27,0.0375,27,0.0375,25,0.034722224,80,4,0.05,4,0.05,4,0.05,16,0.2,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,147,0.053688824,163,0.059532505,177,0.06464573,393,0.14353542,9,8,0.8888889,9,1,9,1,8,0.8888889,560,34,0.060714286,40,0.071428575,40,0.071428575,82,0.14642857,80,17,0.2125,20,0.25,20,0.25,28,0.35,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,49,0.068055555,50,0.06944445,52,0.072222225,169,0.23472223,720,14,0.019444445,27,0.0375,27,0.0375,25,0.034722224,80,5,0.0625,5,0.0625,5,0.0625,16,0.2,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,149,0.054419283,161,0.058802046,178,0.06501096,406,0.14828342,9,7,0.7777778,9,1,9,1,8,0.8888889,560,40,0.071428575,40,0.071428575,42,0.075,88,0.15714286,80,20,0.25,20,0.25,21,0.2625,29,0.3625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,46,0.06388889,48,0.06666667,50,0.06944445,173,0.24027778,720,12,0.016666668,27,0.0375,27,0.0375,25,0.034722224,80,5,0.0625,5,0.0625,5,0.0625,18,0.225,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,1,0.0125,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,154,0.056245435,153,0.055880204,178,0.06501096,362,0.1322133,9,8,0.8888889,9,1,9,1,8,0.8888889,560,40,0.071428575,42,0.075,42,0.075,70,0.125,80,20,0.25,21,0.2625,21,0.2625,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,30,0.125,80,3,0.0375,0,0,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,49,0.068055555,41,0.056944445,52,0.072222225,161,0.22361112,720,14,0.019444445,27,0.0375,27,0.0375,25,0.034722224,80,4,0.05,3,0.0375,4,0.05,18,0.225,80,3,0.0375,2,0.025,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,2,0.025,3,0.0375,3,0.0375,2,0.025,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,158,0.057706356,165,0.060262967,179,0.065376185,359,0.1311176,9,8,0.8888889,9,1,9,1,8,0.8888889,560,42,0.075,42,0.075,42,0.075,72,0.12857144,80,21,0.2625,21,0.2625,21,0.2625,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,30,0.125,80,3,0.0375,0,0,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,49,0.068055555,50,0.06944445,52,0.072222225,157,0.21805556,720,14,0.019444445,27,0.0375,27,0.0375,25,0.034722224,80,5,0.0625,5,0.0625,5,0.0625,16,0.2,80,3,0.0375,3,0.0375,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,152,0.055514973,164,0.059897736,179,0.065376185,417,0.15230095,9,7,0.7777778,9,1,9,1,8,0.8888889,560,40,0.071428575,42,0.075,42,0.075,88,0.15714286,80,20,0.25,21,0.2625,21,0.2625,29,0.3625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,48,0.06666667,49,0.068055555,52,0.072222225,183,0.25416666,720,14,0.019444445,27,0.0375,27,0.0375,25,0.034722224,80,4,0.05,4,0.05,4,0.05,19,0.2375,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,1,0.0125,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,143,0.052227903,166,0.060628194,181,0.06610665,393,0.14353542,9,7,0.7777778,9,1,9,1,8,0.8888889,560,34,0.060714286,42,0.075,42,0.075,68,0.12142857,80,17,0.2125,21,0.2625,21,0.2625,29,0.3625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,47,0.06527778,49,0.068055555,52,0.072222225,178,0.24722221,720,13,0.018055556,27,0.0375,27,0.0375,25,0.034722224,80,6,0.075,6,0.075,6,0.075,21,0.2625,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,6,0.6666667,80,1,0.0125,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,131,0.047845144,163,0.059532505,180,0.06574142,409,0.1493791,9,7,0.7777778,9,1,9,1,8,0.8888889,560,32,0.057142857,40,0.071428575,42,0.075,88,0.15714286,80,16,0.2,20,0.25,21,0.2625,29,0.3625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,42,0.058333334,48,0.06666667,50,0.06944445,173,0.24027778,720,9,0.0125,27,0.0375,27,0.0375,25,0.034722224,80,6,0.075,7,0.0875,7,0.0875,21,0.2625,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,1,0.0125,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
2,2,2,2738,102,0.03725347,106,0.03871439,122,0.04455807,354,0.12929146,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,26,0.046428572,24,0.042857144,28,0.05,74,0.13214286,80,13,0.1625,12,0.15,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,33,0.045833334,33,0.045833334,35,0.048611112,159,0.22083333,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,2,0.025,3,0.0375,3,0.0375,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,5,0.5555556,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,94,0.034331627,110,0.04017531,122,0.04455807,356,0.13002191,9,7,0.7777778,8,0.8888889,8,0.8888889,8,0.8888889,560,24,0.042857144,26,0.046428572,28,0.05,74,0.13214286,80,12,0.15,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,31,0.043055557,34,0.047222223,35,0.048611112,159,0.22083333,720,6,0.008333334,18,0.025,18,0.025,18,0.025,80,2,0.025,3,0.0375,3,0.0375,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,7,0.7777778,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,100,0.03652301,103,0.0376187,118,0.04309715,348,0.12710008,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,24,0.042857144,24,0.042857144,26,0.046428572,68,0.12142857,80,12,0.15,12,0.15,13,0.1625,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,31,0.043055557,35,0.048611112,159,0.22083333,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,2,0.025,2,0.025,2,0.025,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,104,0.03798393,113,0.041271,124,0.045288533,348,0.12710008,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,24,0.042857144,26,0.046428572,28,0.05,66,0.11785714,80,12,0.15,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,35,0.048611112,35,0.048611112,160,0.22222222,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,5,0.0625,5,0.0625,5,0.0625,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,99,0.03615778,105,0.03834916,120,0.043827612,347,0.12673484,9,7,0.7777778,8,0.8888889,8,0.8888889,7,0.7777778,560,28,0.05,24,0.042857144,28,0.05,74,0.13214286,80,14,0.175,12,0.15,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,30,0.041666668,32,0.044444446,33,0.045833334,156,0.21666667,720,5,0.0069444445,18,0.025,18,0.025,16,0.022222223,80,3,0.0375,3,0.0375,3,0.0375,16,0.2,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,5,0.5555556,80,0,0,2,0.025,2,0.025,1,0.0125,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,101,0.036888238,109,0.03981008,120,0.043827612,350,0.12783054,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,24,0.042857144,24,0.042857144,26,0.046428572,68,0.12142857,80,12,0.15,12,0.15,13,0.1625,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,33,0.045833334,35,0.048611112,35,0.048611112,159,0.22083333,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,4,0.05,4,0.05,4,0.05,18,0.225,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,103,0.0376187,108,0.03944485,122,0.04455807,370,0.13513513,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,26,0.046428572,24,0.042857144,28,0.05,74,0.13214286,80,13,0.1625,12,0.15,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,33,0.045833334,35,0.048611112,35,0.048611112,170,0.2361111,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,3,0.0375,3,0.0375,3,0.0375,19,0.2375,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,7,0.7777778,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
3,3,3,2738,154,0.056245435,152,0.055514973,174,0.06355004,396,0.14463112,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,36,0.06428572,36,0.06428572,40,0.071428575,80,0.14285715,80,18,0.225,18,0.225,20,0.25,27,0.3375,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,50,0.06944445,46,0.06388889,50,0.06944445,172,0.23888889,720,17,0.023611112,27,0.0375,27,0.0375,26,0.036111113,80,5,0.0625,5,0.0625,5,0.0625,19,0.2375,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,6,0.6666667,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,158,0.057706356,157,0.057341125,177,0.06464573,366,0.13367422,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,40,0.071428575,38,0.067857146,42,0.075,74,0.13214286,80,20,0.25,19,0.2375,21,0.2625,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,30,0.125,80,3,0.0375,0,0,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,49,0.068055555,48,0.06666667,50,0.06944445,159,0.22083333,720,16,0.022222223,27,0.0375,27,0.0375,26,0.036111113,80,6,0.075,6,0.075,6,0.075,19,0.2375,80,3,0.0375,3,0.0375,3,0.0375,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,155,0.056610666,159,0.058071584,177,0.06464573,393,0.14353542,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,38,0.067857146,38,0.067857146,42,0.075,86,0.15357143,80,19,0.2375,19,0.2375,21,0.2625,28,0.35,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,49,0.068055555,50,0.06944445,50,0.06944445,165,0.22916667,720,16,0.022222223,27,0.0375,27,0.0375,26,0.036111113,80,5,0.0625,5,0.0625,5,0.0625,15,0.1875,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,7,0.7777778,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
3,3,3,2738,156,0.056975894,153,0.055880204,176,0.064280495,387,0.14134404,9,8,0.8888889,8,0.8888889,8,0.8888889,8,0.8888889,560,38,0.067857146,36,0.06428572,42,0.075,66,0.11785714,80,19,0.2375,18,0.225,21,0.2625,28,0.35,0,0,NaN,0,NaN,0,NaN,0,NaN,240,9,0.0375,0,0,9,0.0375,33,0.1375,80,3,0.0375,0,0,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,720,50,0.06944445,48,0.06666667,50,0.06944445,177,0.24583334,720,17,0.023611112,27,0.0375,27,0.0375,26,0.036111113,80,4,0.05,4,0.05,4,0.05,19,0.2375,80,3,0.0375,3,0.0375,3,0.0375,11,0.1375,0,0,NaN,0,NaN,0,NaN,0,NaN,9,3,0.33333334,3,0.33333334,3,0.33333334,5,0.5555556,80,2,0.025,3,0.0375,3,0.0375,3,0.0375,80,0,0,3,0.0375,3,0.0375,0,0
